00089,ECOLE BONNEFOY,1218,942,13,928,77.34,36,3.88,108,11.64,231,24.89,157,16.92,4,0.43,2,0.21,0,0.0,75,8.08,10,1.08,305,32.87
00090,ECOLE BONNEFOY,1109,820,16,803,73.94,48,5.98,82,10.21,158,19.68,126,15.69,8,1.0,6,0.75,1,0.11,69,8.59,10,1.25,295,36.74
00091,ECOLE BONNEFOY,1093,803,15,788,73.47,35,4.44,77,9.77,154,19.54,176,22.34,5,0.63,6,0.76,2,0.25,66,8.38,8,1.02,259,32.87
00092,ECOLE BONNEFOY,1161,875,12,863,75.37,34,3.94,76,8.81,214,24.8,149,17.27,7,0.81,1,0.11,2,0.23,80,9.27,15,1.74,285,33.02
00093,ECOLE BONNEFOY,1188,923,16,907,77.69,54,5.95,62,6.84,197,21.72,160,17.64,13,1.43,3,0.34,0,0.0,96,10.58,12,1.32,310,34.18
00094,ECOLE PIERRE ET MARIE CURIE,1099,867,8,859,78.89,49,5.7,64,7.45,176,20.49,187,21.77,11,1.28,2,0.23,3,0.35,71,8.27,13,1.51,283,32.95
00095,ECOLE PIERRE ET MARIE CURIE,1016,798,9,789,78.54,48,6.08,83,10.52,132,16.73,140,17.74,8,1.01,3,0.38,2,0.26,74,9.38,16,2.03,283,35.87
00096,ECOLE PIERRE ET MARIE CURIE,969,757,15,742,78.12,34,4.58,93,12.53,123,16.58,152,20.49,3,0.4,3,0.4,3,0.4,68,9.16,14,1.9,249,33.56
00097,ECOLE PIERRE ET MARIE CURIE,1055,827,9,818,78.39,28,3.42,117,14.3,144,17.6,141,17.24,11,1.34,4,0.49,4,0.49,69,8.44,6,0.74,294,35.94
00099,ECOLE PIERRE ET MARIE CURIE,945,709,10,699,75.03,37,5.29,78,11.16,141,20.17,123,17.6,18,2.58,5,0.72,3,0.42,54,7.73,8,1.14,232,33.19
00100,ECOLE MONGE,1022,758,8,750,74.17,72,9.6,48,6.4,111,14.8,181,24.13,11,1.47,5,0.67,1,0.13,53,7.07,12,1.6,256,34.13
00101,ECOLE MONGE,1123,901,4,897,80.23,61,6.8,64,7.13,188,20.96,155,17.28,19,2.12,2,0.23,3,0.33,89,9.92,4,0.45,312,34.78
00102,ECOLE MONGE,722,515,5,510,71.33,18,3.53,51,10.0,86,16.86,107,20.98,6,1.18,1,0.2,2,0.39,45,8.82,6,1.18,188,36.86
00103,ECOLE MONGE,858,642,12,630,74.83,32,5.08,54,8.57,117,18.57,112,17.78,8,1.27,5,0.79,1,0.16,44,6.98,9,1.43,248,39.37
00104,ECOLE MICHOUN,1041,819,5,814,78.67,42,5.16,97,11.92,213,26.17,128,15.72,10,1.23,3,0.37,3,0.37,68,8.35,15,1.84,235,28.87
00105,ECOLE MICHOUN,988,741,12,729,75.0,15,2.06,101,13.85,165,22.63,113,15.5,7,0.96,2,0.28,0,0.0,46,6.31,11,1.51,269,36.9
00106,ECOLE MICHOUN,943,728,12,716,77.2,19,2.65,108,15.08,125,17.46,132,18.44,9,1.26,2,0.28,0,0.0,50,6.98,10,1.4,261,36.45
00107,ECOLE MICHOUN,1023,812,12,800,79.37,22,2.75,116,14.5,176,22.0,102,12.75,10,1.25,2,0.24,0,0.0,88,11.0,15,1.88,269,33.63
00108,ECOLE MICHOUN,996,807,9,798,81.02,22,2.76,99,12.41,236,29.57,103,12.91,8,1.0,2,0.25,2,0.25,74,9.27,10,1.25,242,30.33
00109,ECOLE LA JUNCASSE,1075,824,8,816,76.65,26,3.19,93,11.4,225,27.57,134,16.42,5,0.61,1,0.11,2,0.25,73,8.95,11,1.35,246,30.15
0010A,ECOLE MICHELET,989,750,4,747,75.83,32,4.28,55,7.36,196,26.24,125,16.73,6,0.8,4,0.54,2,0.28,60,8.03,6,0.8,261,34.94
00110,ECOLE LA JUNCASSE,902,723,12,711,80.16,34,4.78,59,8.3,193,27.14,106,14.91,10,1.41,1,0.14,1,0.14,60,8.44,11,1.55,236,33.19
00111,ECOLE LA JUNCASSE,969,758,7,751,78.22,32,4.26,85,11.32,182,24.23,92,12.25,9,1.21,1,0.13,1,0.13,81,10.79,11,1.46,257,34.22
00112,ECOLE LA JUNCASSE,845,614,17,597,72.66,18,3.02,99,16.58,127,21.27,96,16.08,5,0.84,3,0.5,2,0.33,34,5.7,6,1.01,207,34.67
00113,ECOLE LA JUNCASSE,1023,782,11,772,76.44,35,4.53,93,12.05,124,16.06,145,18.78,10,1.3,3,0.39,1,0.12,66,8.55,9,1.17,286,37.05
00114,ECOLE SOUPETARD,890,625,5,620,70.22,10,1.61,89,14.35,98,15.81,99,15.97,10,1.61,2,0.33,3,0.48,50,8.06,4,0.65,255,41.13
00115,ECOLE SOUPETARD,671,479,7,472,71.39,9,1.91,93,19.7,88,18.64,62,13.14,2,0.42,1,0.22,0,0.0,22,4.66,5,1.06,190,40.25
00116,ECOLE SOUPETARD,913,702,20,682,76.89,15,2.2,105,15.4,122,17.89,129,18.91,3,0.44,1,0.14,2,0.29,39,5.72,13,1.91,253,37.1
00117,ECOLE SOUPETARD,859,656,11,645,76.37,22,3.41,62,9.61,162,25.12,100,15.5,6,0.93,5,0.78,1,0.15,56,8.68,9,1.4,222,34.42
00118,ECOLE ARMAND LEYGUE,1104,880,14,866,79.71,48,5.54,78,9.01,266,30.72,94,10.85,4,0.46,1,0.12,1,0.12,97,11.2,8,0.92,269,31.06
00119,ECOLE ARMAND LEYGUE,940,767,10,757,81.6,23,3.04,70,9.25,315,41.61,67,8.85,5,0.67,1,0.13,1,0.13,80,10.57,7,0.92,188,24.83
00120,ECOLE ARMAND LEYGUE,1052,803,9,794,76.33,39,4.91,65,8.19,314,39.55,77,9.7,10,1.26,3,0.37,0,0.0,84,10.58,19,2.39,183,23.05
00121,ECOLE ARMAND LEYGUE,1053,844,6,838,80.15,43,5.13,72,8.59,283,33.77,93,11.1,5,0.6,5,0.6,1,0.11,79,9.43,17,2.03,240,28.64
00122,ECOLE ARMAND LEYGUE,1009,831,6,825,82.36,38,4.61,58,7.03,360,43.64,78,9.45,3,0.36,1,0.12,0,0.0,131,15.88,13,1.58,143,17.33
00123,ECOLE ARMAND LEYGUE,1113,850,15,835,76.37,44,5.27,63,7.54,232,27.78,128,15.33,6,0.72,2,0.24,1,0.13,79,9.46,7,0.84,273,32.69
00124,ECOLE JEAN MACE,1062,896,10,886,84.37,26,2.93,79,8.92,319,36.0,93,10.5,5,0.56,1,0.12,2,0.23,118,13.32,19,2.14,224,25.28
00125,ECOLE JEAN CHAUBET,958,785,7,778,81.94,33,4.24,47,6.04,258,33.16,106,13.62,4,0.51,3,0.39,3,0.39,97,12.47,9,1.16,218,28.02
00126,ECOLE JEAN CHAUBET,921,746,6,740,81.0,25,3.38,69,9.32,221,29.86,91,12.3,5,0.68,3,0.41,2,0.26,78,10.54,9,1.22,237,32.03
00127,ECOLE CHATEAU DE L HERS,899,732,10,722,81.42,34,4.71,59,8.17,249,34.49,83,11.5,8,1.11,1,0.12,2,0.28,82,11.36,7,0.97,197,27.29
00128,ECOLE CHATEAU DE L HERS,1102,874,10,864,79.31,34,3.94,94,10.88,153,17.71,165,19.1,14,1.62,7,0.81,4,0.46,73,8.45,13,1.5,307,35.53
00129,ECOLE CHATEAU DE L HERS,986,741,9,732,75.15,28,3.83,93,12.7,125,17.08,112,15.3,5,0.68,4,0.55,1,0.14,71,9.7,17,2.32,276,37.7
00130,ECOLE CHATEAU DE L HERS,1115,886,17,869,79.46,24,2.76,146,16.8,166,19.1,131,15.07,6,0.69,5,0.59,0,0.0,69,7.94,12,1.38,310,35.67
00131,ECOLE HENRI GUILLAUMET,1021,824,20,804,80.71,17,2.11,96,11.94,217,26.99,118,14.68,6,0.75,3,0.37,3,0.37,90,11.19,8,1.0,246,30.6
00132,ECOLE HENRI GUILLAUMET,1065,842,12,830,79.06,35,4.22,117,14.1,222,26.75,97,11.69,3,0.36,1,0.1,3,0.36,73,8.8,14,1.69,265,31.93
00133,ECOLE HENRI GUILLAUMET,971,771,16,755,79.4,23,3.05,113,14.97,170,22.52,107,14.17,9,1.19,5,0.66,2,0.25,72,9.54,11,1.46,243,32.19
00134,ECOLE HENRI GUILLAUMET,820,665,11,654,81.1,25,3.82,59,9.02,240,36.7,56,8.56,4,0.61,3,0.47,5,0.76,68,10.4,7,1.07,187,28.59
00135,ECOLE LA TERRASSE,1030,849,12,838,82.43,34,4.06,77,9.19,225,26.85,98,11.69,5,0.6,2,0.23,4,0.48,120,14.32,15,1.79,258,30.79
00136,ECOLE LA TERRASSE,717,589,16,575,82.15,20,3.48,35,6.09,201,34.96,57,9.91,6,1.04,1,0.17,2,0.35,55,9.57,8,1.39,190,33.04
00137,ECOLE LA TERRASSE,981,812,10,804,82.77,28,3.48,85,10.57,232,28.86,91,11.32,5,0.62,2,0.25,1,0.13,98,12.19,12,1.49,250,31.09
00138,ECOLE LA TERRASSE,898,744,10,734,82.85,27,3.68,59,8.04,235,32.02,75,10.22,8,1.09,0,0.0,1,0.12,94,12.81,9,1.23,226,30.79
00139,MATERNELLE ANATOLE FRANCE,966,744,12,733,77.02,33,4.5,89,12.14,172,23.47,99,13.51,6,0.82,4,0.55,2,0.27,83,11.32,10,1.36,235,32.06
00140,MATERNELLE ANATOLE FRANCE,910,720,8,712,79.12,25,3.51,75,10.53,210,29.49,97,13.62,7,0.98,2,0.3,3,0.42,90,12.64,11,1.54,192,26.97
00141,MATERNELLE ANATOLE FRANCE,959,769,7,762,80.19,37,4.86,68,8.92,236,30.97,98,12.86,7,0.92,4,0.52,1,0.13,80,10.5,14,1.84,217,28.48
00142,ECOLE ANATOLE FRANCE,910,712,14,698,78.24,20,2.87,193,27.65,234,33.52,52,7.45,3,0.42,0,0.0,0,0.0,60,8.6,5,0.72,131,18.77
00143,ECOLE ANATOLE FRANCE,959,762,5,757,79.46,35,4.62,65,8.59,261,34.48,92,12.15,9,1.2,2,0.26,2,0.26,88,11.62,10,1.32,193,25.5
00144,ECOLE ANATOLE FRANCE,990,805,9,796,81.31,29,3.64,65,8.17,270,33.92,94,11.81,1,0.13,6,0.75,2,0.25,78,9.8,11,1.38,240,30.15
00145,ECOLE SAUZELONG,1005,789,6,783,78.51,33,4.21,101,12.9,114,14.56,130,16.6,10,1.28,5,0.64,4,0.52,53,6.77,7,0.89,326,41.63
00146,ECOLE SAUZELONG,848,636,10,626,75.0,31,4.95,84,13.42,103,16.45,115,18.37,6,0.96,1,0.16,1,0.16,47,7.51,3,0.48,235,37.54
00147,ECOLE SAUZELONG,970,786,14,772,81.03,32,4.15,64,8.29,160,20.73,110,14.25,6,0.78,2,0.24,3,0.39,79,10.23,7,0.91,309,40.03
00148,ECOLE SAUZELONG,862,671,14,657,77.84,34,5.18,55,8.37,159,24.2,114,17.35,5,0.76,5,0.76,1,0.14,48,7.31,7,1.07,229,34.86
00149,ECOLE RICARDIE,1029,800,13,787,77.75,29,3.68,108,13.72,138,17.53,151,19.19,12,1.54,2,0.25,2,0.25,59,7.5,16,2.03,270,34.31
00150,ECOLE RICARDIE,1009,801,5,796,79.39,35,4.4,74,9.3,147,18.47,133,16.71,8,1.0,2,0.25,2,0.25,80,10.05,9,1.13,306,38.44
00151,ECOLE RICARDIE,951,760,10,749,79.92,45,6.01,74,9.88,144,19.23,126,16.82,3,0.4,6,0.8,0,0.0,58,7.74,9,1.2,284,37.92
00152,ECOLE ANDRE DASTE,958,619,8,611,64.61,17,2.78,93,15.22,70,11.46,127,20.79,10,1.64,4,0.65,3,0.49,39,6.38,8,1.31,240,39.28
00153,ECOLE ANDRE DASTE,770,406,3,403,52.73,5,1.24,35,8.68,36,8.93,95,23.57,4,0.99,2,0.5,1,0.26,10,2.48,2,0.5,213,52.85
00154,ECOLE ANDRE DASTE,794,492,7,485,61.96,13,2.68,78,16.08,59,12.16,80,16.49,5,1.03,5,1.03,2,0.43,20,4.12,5,1.03,218,44.95
00155,MATERNELLE LEO LAGRANGE,751,470,4,466,62.58,29,6.22,62,13.3,61,13.09,90,19.31,4,0.86,1,0.22,2,0.43,24,5.15,4,0.86,189,40.56
00156,MATERNELLE LEO LAGRANGE,897,670,9,661,74.69,12,1.82,83,12.56,138,20.88,103,15.58,5,0.76,3,0.45,1,0.15,49,7.41,8,1.21,259,39.18
