00204,ECOLE CHATEAU ANCELY,1130,889,10,879,78 %,21,2,121,13,156,17,148,16,7,0,4,0,2,0,65,7,12,1,343,39
00205,ECOLE CHATEAU ANCELY,1150,920,23,897,80 %,28,3,114,12,161,17,160,17,10,1,5,0,1,0,73,8,21,2,324,36
00206,ECOLE JULES FERRY,1111,833,14,819,74 %,34,4,106,12,145,17,120,14,10,1,5,0,2,0,71,8,10,1,316,38
00207,ECOLE JULES FERRY,1125,865,10,855,76 %,31,3,118,13,175,20,133,15,7,0,2,0,3,0,59,6,8,0,319,37
00208,ECOLE JULES FERRY,1191,952,13,939,79 %,35,3,110,11,222,23,137,14,10,1,6,0,2,0,67,7,12,1,338,36
00209,ECOLE JULES FERRY,1116,864,13,852,77 %,32,3,105,12,142,16,144,16,14,1,0,0,6,0,69,8,9,1,331,38
00210,ECOLE LALANDE,1240,957,17,940,77 %,21,2,178,18,183,19,124,13,11,1,5,0,3,0,79,8,15,1,321,34
00211,ECOLE LALANDE,1300,1053,9,1044,81 %,32,3,146,13,223,21,167,16,7,0,4,0,3,0,103,9,14,1,345,33
00212,MATERNELLE JEAN DIEUZAIDE,426,290,5,285,68 %,5,1,45,15,58,20,38,13,7,2,1,0,0,0,16,5,3,1,112,39
00213,ECOLE DU GRAND SELVE,996,791,8,781,79 %,25,3,111,14,179,22,142,18,10,1,6,0,6,0,58,7,16,2,228,29
00214,ECOLE ERNEST RENAN,1225,966,14,952,78 %,33,3,127,13,167,17,158,16,12,1,4,0,4,0,91,9,14,1,342,35
00215,ECOLE ERNEST RENAN,1298,951,9,942,73 %,26,2,150,15,151,16,179,19,12,1,6,0,2,0,76,8,18,1,322,34
00216,ECOLE ERNEST RENAN,1156,877,14,864,75 %,26,3,98,11,152,17,165,19,12,1,5,0,3,0,68,7,15,1,320,37
00217,ECOLE CUVIER,1301,1072,14,1058,82 %,33,3,141,13,181,17,186,17,16,1,7,0,2,0,94,8,17,1,381,36
00218,ECOLE CUVIER,1312,1082,19,1063,82 %,39,3,180,16,252,23,154,14,8,0,2,0,2,0,86,8,7,0,333,31
00219,ECOLE CUVIER,1122,901,18,883,80 %,26,2,107,12,183,20,134,15,10,1,5,0,1,0,89,10,9,1,319,36
0022A,ECOLE JEAN JAURES,980,804,13,791,82 %,51,6,59,7,253,31,109,13,8,1,0,0,2,0,86,10,11,1,212,26
00220,ECOLE CUVIER,1102,866,14,852,78 %,29,3,110,12,191,22,131,15,8,0,6,0,2,0,75,8,17,2,283,33
00222,ECOLE CUVIER,1228,972,17,955,79 %,33,3,125,13,182,19,153,16,8,0,3,0,5,0,94,9,12,1,340,35
00223,ECOLE CUVIER,1223,955,11,944,78 %,32,3,117,12,203,21,131,13,11,1,2,0,2,0,102,10,18,1,326,34
00224,ECOLE LA MAOURINE,1339,1117,23,1096,83 %,47,4,130,11,219,19,167,15,8,0,3,0,1,0,105,9,15,1,401,36
00225,ECOLE LA MAOURINE,1190,954,22,932,80 %,31,3,152,16,151,16,160,17,15,1,2,0,0,0,69,7,13,1,339,36
0025A,ECOLE PIERRE DUPONT,1002,796,10,786,79 %,41,5,72,9,143,18,131,16,7,0,4,0,1,0,79,10,9,1,299,38
0036A,ECOLE LESPINASSE,1101,837,12,825,76 %,57,6,52,6,134,16,200,24,13,1,3,0,1,0,89,10,10,1,266,32
0039A,ECOLE MOLIERE,911,723,13,710,79 %,42,5,61,8,133,18,125,17,6,0,4,0,2,0,68,9,4,0,265,37
0044A,ECOLE PATTE D OIE,1052,823,11,812,78 %,33,4,74,9,157,19,153,18,6,0,2,0,2,0,80,9,7,0,298,36
0044B,ECOLE PATTE D OIE,853,663,11,652,77 %,19,2,95,14,110,16,123,18,2,0,3,0,1,0,53,8,6,0,240,36
0049A,ECOLE DES GAIS PINSONS,842,657,11,646,78 %,25,3,89,13,141,21,115,17,6,0,2,0,3,0,63,9,5,0,197,30
0056A,ECOLE SUPERIEURE DE COMMERCE,852,665,11,654,78 %,34,5,53,8,137,20,89,13,8,1,0,0,4,0,67,10,11,1,251,38
0067A,ECOLE FALGUIERE,901,696,10,686,77 %,39,5,49,7,161,23,130,18,3,0,2,0,1,0,60,8,5,0,236,34
0108A,ECOLE MICHOUN,908,714,10,704,78 %,34,4,79,11,140,19,95,13,10,1,1,0,0,0,59,8,7,0,279,39
0113A,ECOLE LA JUNCASSE,1033,811,12,799,78 %,37,4,95,11,165,20,132,16,4,0,5,0,6,0,72,9,10,1,273,34
0124A,ECOLE JEAN MACE,938,798,11,786,85 %,25,3,61,7,279,35,87,11,5,0,2,0,0,0,91,11,8,1,228,29
0134A,ECOLE HENRI GUILLAUMET,1278,1021,13,1008,79 %,29,2,128,12,229,22,130,12,14,1,2,0,0,0,102,10,13,1,361,35
0138A,MATERNELLE LA TERRASSE,966,819,22,797,84 %,21,2,77,9,196,24,103,12,10,1,5,0,5,0,84,10,18,2,278,34
0144A,ECOLE ANATOLE FRANCE,988,787,14,773,79 %,35,4,81,10,202,26,105,13,8,1,4,0,2,0,75,9,10,1,251,32
0165A,ECOLE LE PASTEL,938,810,13,797,86 %,29,3,62,7,228,28,95,11,5,0,2,0,8,1,92,11,15,1,261,32
0174A,ECOLE BUFFON,1097,802,13,789,73 %,27,3,109,13,168,21,131,16,9,1,3,0,1,0,57,7,12,1,272,34
0191A,MATERNELLE JEAN GILLES,912,579,10,569,63 %,14,2,43,7,78,13,108,18,5,0,3,0,1,0,30,5,5,0,282,49
0193A,MATERNELLE LES VERGERS,787,575,5,570,73 %,9,1,93,16,85,14,132,23,6,1,4,0,4,0,29,5,5,0,203,35
0195A,ECOLE VIOLLET LE DUC,1095,824,16,808,75 %,30,3,112,13,119,14,134,16,13,1,4,0,1,0,55,6,11,1,329,40
0195B,ECOLE VIOLLET LE DUC,1066,930,13,917,87 %,33,3,99,10,178,19,163,17,11,1,2,0,1,0,84,9,15,1,331,36
0198A,ECOLE PAUL BERT,940,776,23,753,82 %,21,2,98,13,189,25,112,14,7,0,1,0,0,0,76,10,13,1,236,31
0198B,ECOLE PAUL BERT,1022,860,15,845,84 %,29,3,105,12,209,24,118,13,15,1,0,0,0,0,87,10,10,1,272,32
0200A,ECOLE PRIMAIRE LARDENNE,1078,848,20,828,78 %,39,4,104,12,212,25,87,10,3,0,1,0,2,0,112,13,11,1,257,31
0201A,ECOLE PRIMAIRE LARDENNE,1129,937,15,922,82 %,42,4,99,10,317,34,90,9,11,1,0,0,2,0,110,11,9,0,242,26
0201B,ECOLE PRIMAIRE LARDENNE,1015,816,11,805,80 %,31,3,100,12,201,24,93,11,3,0,1,0,0,0,97,12,8,0,271,33
0203A,ECOLE LITTRE,805,623,7,617,77 %,25,4,99,16,137,22,87,14,3,0,4,0,2,0,61,9,4,0,195,31
0203B,ECOLE LITTRE,994,798,14,784,80 %,23,2,91,11,189,24,107,13,13,1,4,0,2,0,78,9,8,1,269,34
0211A,ECOLE LALANDE,1238,1006,20,988,81 %,24,2,173,17,208,21,120,12,11,1,6,0,0,0,90,9,21,2,335,33
0216A,ECOLE ERNEST RENAN,1038,745,6,739,71 %,13,1,128,17,95,12,111,15,8,1,6,0,4,0,47,6,7,0,320,43
